Dragen Version           Size (MB)  Install Date         Path
4.4.4                    846.30     2025-07-22 00:16:45  /opt/dragen/4.4.4

Bitstream Version        Size (MB)  Install Date         Path
07.031.779 (0x18101306)  601.18     2025-07-22 00:16:36  /opt/bitstream/07.031.779

To remove a dragen version, call `yum remove` on its Path.
=== GENOME FILE STATS ===
666436 ConvSK_mind20_ibd.genome
=== HIGH_PIHAT_PAIRS ===
FID1 IID1 FID2 IID2 Z0 Z1 Z2 PI_HAT
499 08-701 557 08-641 0.5855 0.4145 0.0000 0.2072
499 08-701 558 14-13 0.6032 0.3968 0.0000 0.1984
499 08-701 559 11-05 0.5840 0.4160 0.0000 0.2080
499 08-701 560 12-12 0.5926 0.4074 0.0000 0.2037
499 08-701 561 14-06 0.5897 0.4103 0.0000 0.2052
499 08-701 562 14-31m 0.5768 0.4232 0.0000 0.2116
499 08-701 563 08-639 0.6058 0.3942 0.0000 0.1971
499 08-701 564 08-635 0.5840 0.4160 0.0000 0.2080
499 08-701 565 11-02 0.5876 0.4124 0.0000 0.2062
499 08-701 566 14-103m 0.5969 0.4031 0.0000 0.2016
499 08-701 567 11-04 0.6213 0.3787 0.0000 0.1894
499 08-701 568 12-09 0.5559 0.4441 0.0000 0.2220
499 08-701 569 08-637 0.5888 0.4112 0.0000 0.2056
499 08-701 570 08-642 0.5847 0.4153 0.0000 0.2077
499 08-701 571 15-11m 0.5869 0.4131 0.0000 0.2065
499 08-701 572 08-625 0.5952 0.4048 0.0000 0.2024
499 08-701 573 14-02 0.5825 0.4175 0.0000 0.2087
499 08-701 574 15-03m 0.5696 0.4304 0.0000 0.2152
499 08-701 575 15-17m 0.6183 0.3817 0.0000 0.1909
499 08-701 576 08-640 0.5936 0.4064 0.0000 0.2032
499 08-701 577 08-631 0.6103 0.3897 0.0000 0.1949
499 08-701 578 09-62 0.5714 0.4286 0.0000 0.2143
499 08-701 579 01-14 0.5746 0.4254 0.0000 0.2127
499 08-701 580 01-18 0.6441 0.3559 0.0000 0.1780
499 08-701 581 09-76 0.6441 0.3559 0.0000 0.1779
499 08-701 582 09-64 0.5790 0.4210 0.0000 0.2105
499 08-701 583 02-79 0.5819 0.4181 0.0000 0.2090
499 08-701 584 03-65 0.5597 0.4403 0.0000 0.2201
499 08-701 585 09-61 0.5693 0.4307 0.0000 0.2153
499 08-701 586 02-80 0.6375 0.3625 0.0000 0.1812
499 08-701 587 02-88 0.5969 0.4031 0.0000 0.2016
499 08-701 588 04-60 0.5694 0.4306 0.0000 0.2153
499 08-701 589 09-63 0.5992 0.4008 0.0000 0.2004
499 08-701 590 09-42 0.5674 0.4326 0.0000 0.2163
499 08-701 591 02-73 0.5657 0.4343 0.0000 0.2172
499 08-701 592 01-16 0.5970 0.4030 0.0000 0.2015
499 08-701 593 01-20 0.5862 0.4138 0.0000 0.2069
499 08-701 594 09-94 0.5973 0.4027 0.0000 0.2013
499 08-701 595 09-70 0.5808 0.4192 0.0000 0.2096
499 08-701 596 09-73 0.5861 0.4139 0.0000 0.2069
499 08-701 597 09-78 0.5983 0.4017 0.0000 0.2009
499 08-701 598 09-86 0.5877 0.4123 0.0000 0.2061
499 08-701 599 09-47 0.5913 0.4087 0.0000 0.2044
499 08-701 600 09-88 0.5798 0.4202 0.0000 0.2101
499 08-701 601 09-40 0.5924 0.4076 0.0000 0.2038
499 08-701 602 09-48 0.5947 0.4053 0.0000 0.2027
499 08-701 603 02-71 0.5929 0.4071 0.0000 0.2036
499 08-701 604 09-46 0.5807 0.4193 0.0000 0.2097
499 08-701 605 09-68 0.5778 0.4222 0.0000 0.2111
499 08-701 606 14-15 0.5834 0.4166 0.0000 0.2083
499 08-701 607 14-16 0.5742 0.4258 0.0000 0.2129
499 08-701 608 09-118 0.5981 0.4019 0.0000 0.2010
499 08-701 609 14-19 0.5738 0.4262 0.0000 0.2131
499 08-701 610 09-134 0.5806 0.4194 0.0000 0.2097
499 08-701 611 09-137 0.6098 0.3902 0.0000 0.1951
499 08-701 612 09-123 0.5999 0.4001 0.0000 0.2001
499 08-701 613 09-114 0.6003 0.3997 0.0000 0.1998
499 08-701 614 09-132 0.5895 0.4105 0.0000 0.2052
499 08-701 615 09-133 0.5924 0.4076 0.0000 0.2038
499 08-701 616 08-250 0.6039 0.3961 0.0000 0.1981
499 08-701 617 08-170 0.5956 0.4044 0.0000 0.2022
499 08-701 618 08-810 0.5735 0.4265 0.0000 0.2133
499 08-701 619 08-455 0.5828 0.4172 0.0000 0.2086
499 08-701 620 08-115 0.5824 0.4176 0.0000 0.2088
499 08-701 621 08-116 0.5771 0.4229 0.0000 0.2114
499 08-701 622 08-163 0.5842 0.4158 0.0000 0.2079
499 08-701 623 08-40 0.6123 0.3877 0.0000 0.1938
499 08-701 624 01-10 0.5896 0.4104 0.0000 0.2052
499 08-701 625 02-23m 0.5903 0.4097 0.0000 0.2048
499 08-701 626 02-25m 0.5995 0.4005 0.0000 0.2003
499 08-701 627 02-31 0.5721 0.4279 0.0000 0.2139
499 08-701 628 02-92 0.5513 0.4487 0.0000 0.2243
499 08-701 629 03-160 0.6498 0.3502 0.0000 0.1751
499 08-701 630 03-52 0.5852 0.4148 0.0000 0.2074
499 08-701 631 03-53 0.5762 0.4238 0.0000 0.2119
499 08-701 632 03-55 0.5872 0.4128 0.0000 0.2064
499 08-701 633 03-59 0.6100 0.3900 0.0000 0.1950
499 08-701 634 03-60 0.6446 0.3554 0.0000 0.1777
499 08-701 635 03-61 0.5925 0.4075 0.0000 0.2037
499 08-701 636 03-63 0.5919 0.4081 0.0000 0.2041
499 08-701 637 04-38 0.6000 0.4000 0.0000 0.2000
499 08-701 638 04-58 0.6082 0.3918 0.0000 0.1959
499 08-701 639 06-13 0.6132 0.3868 0.0000 0.1934
499 08-701 640 07-13 0.6156 0.3844 0.0000 0.1922
499 08-701 641 07-35 0.5746 0.4254 0.0000 0.2127
499 08-701 642 07-36 0.6029 0.3971 0.0000 0.1986
499 08-701 643 07-44 0.5830 0.4170 0.0000 0.2085
499 08-701 644 07-47 0.5901 0.4099 0.0000 0.2050
499 08-701 645 07-49 0.5819 0.4181 0.0000 0.2091
499 08-701 646 07-52 0.5880 0.4120 0.0000 0.2060
499 08-701 647 07-55 0.5748 0.4252 0.0000 0.2126
499 08-701 648 07-60 0.5949 0.4051 0.0000 0.2025
499 08-701 649 08-112 0.5707 0.4293 0.0000 0.2147
499 08-701 650 08-113 0.5871 0.4129 0.0000 0.2065
499 08-701 651 08-193 0.5889 0.4111 0.0000 0.2056
499 08-701 652 08-219 0.5776 0.4224 0.0000 0.2112
499 08-701 653 08-236 0.5765 0.4235 0.0000 0.2117
499 08-701 654 08-261 0.5768 0.4232 0.0000 0.2116
499 08-701 655 08-264 0.5897 0.4103 0.0000 0.2052
499 08-701 656 08-281 0.5956 0.4044 0.0000 0.2022
499 08-701 657 08-367 0.5649 0.4351 0.0000 0.2176
499 08-701 658 08-394 0.6104 0.3896 0.0000 0.1948
499 08-701 659 08-397 0.5980 0.4020 0.0000 0.2010
499 08-701 660 08-398 0.5933 0.4067 0.0000 0.2033
499 08-701 661 08-444 0.5988 0.4012 0.0000 0.2006
499 08-701 662 08-491 0.5896 0.4104 0.0000 0.2052
499 08-701 663 08-538 0.5821 0.4179 0.0000 0.2090
499 08-701 664 08-54 0.5724 0.4276 0.0000 0.2138
499 08-701 665 08-540 0.5618 0.4382 0.0000 0.2191
499 08-701 666 08-547 0.5906 0.4094 0.0000 0.2047
499 08-701 667 08-581 0.5671 0.4329 0.0000 0.2165
499 08-701 668 08-622 0.5876 0.4124 0.0000 0.2062
499 08-701 669 08-624 0.5760 0.4240 0.0000 0.2120
499 08-701 670 08-626 0.5938 0.4062 0.0000 0.2031
499 08-701 671 08-627 0.5819 0.4181 0.0000 0.2091
499 08-701 672 08-629 0.5564 0.4436 0.0000 0.2218
499 08-701 673 08-633 0.5768 0.4232 0.0000 0.2116
499 08-701 674 08-636 0.5794 0.4206 0.0000 0.2103
499 08-701 675 08-638 0.6104 0.3896 0.0000 0.1948
499 08-701 676 08-643 0.5839 0.4161 0.0000 0.2081
499 08-701 677 08-644 0.6256 0.3744 0.0000 0.1872
499 08-701 678 08-82 0.5848 0.4152 0.0000 0.2076
499 08-701 679 09-107 0.5646 0.4354 0.0000 0.2177
499 08-701 680 09-109 0.5916 0.4084 0.0000 0.2042
499 08-701 681 09-112 0.6033 0.3967 0.0000 0.1984
499 08-701 682 09-113 0.5953 0.4047 0.0000 0.2024
499 08-701 683 09-119 0.5882 0.4118 0.0000 0.2059
499 08-701 684 09-120 0.5899 0.4101 0.0000 0.2050
499 08-701 685 09-122 0.6029 0.3971 0.0000 0.1986
499 08-701 686 09-124 0.6071 0.3929 0.0000 0.1965
499 08-701 687 09-125 0.5820 0.4180 0.0000 0.2090
499 08-701 688 09-126 0.5773 0.4227 0.0000 0.2113
499 08-701 689 09-15 0.5753 0.4247 0.0000 0.2124
499 08-701 690 09-16 0.5976 0.4024 0.0000 0.2012
499 08-701 691 09-17 0.5811 0.4189 0.0000 0.2094
499 08-701 692 09-18 0.6053 0.3947 0.0000 0.1974
499 08-701 693 09-20 0.5701 0.4299 0.0000 0.2150
499 08-701 694 09-21 0.5916 0.4084 0.0000 0.2042
499 08-701 695 09-22 0.6002 0.3998 0.0000 0.1999
499 08-701 696 09-24 0.5916 0.4084 0.0000 0.2042
499 08-701 697 09-26 0.5674 0.4326 0.0000 0.2163
499 08-701 698 09-27 0.5934 0.4066 0.0000 0.2033
499 08-701 699 09-28 0.5563 0.4437 0.0000 0.2219
499 08-701 700 09-29 0.5831 0.4169 0.0000 0.2085
499 08-701 701 09-30 0.5885 0.4115 0.0000 0.2058
499 08-701 702 09-69 0.6187 0.3813 0.0000 0.1906
499 08-701 703 14-04 0.5699 0.4301 0.0000 0.2150
499 08-701 704 14-45m 0.5913 0.4087 0.0000 0.2044
499 08-701 705 14-79m 0.6609 0.3391 0.0000 0.1696
499 08-701 706 15-06m 0.5789 0.4211 0.0000 0.2106
499 08-701 707 08-74 0.5909 0.4091 0.0000 0.2045
499 08-701 708 08-99 0.5902 0.4098 0.0000 0.2049
499 08-701 709 08-101 0.5685 0.4315 0.0000 0.2157
499 08-701 710 06-11 0.5980 0.4020 0.0000 0.2010
499 08-701 711 06-18 0.5642 0.4358 0.0000 0.2179
499 08-701 712 06-01 0.5763 0.4237 0.0000 0.2118
499 08-701 713 06-02 0.5743 0.4257 0.0000 0.2129
499 08-701 714 06-03 0.6015 0.3985 0.0000 0.1992
499 08-701 715 14-14 0.5816 0.4184 0.0000 0.2092
499 08-701 716 14-11 0.6097 0.3903 0.0000 0.1952
499 08-701 717 08-114 0.6211 0.3789 0.0000 0.1894
499 08-701 718 08-78 0.5813 0.4187 0.0000 0.2093
499 08-701 719 08-62 0.5940 0.4060 0.0000 0.2030
499 08-701 720 08-196 0.5968 0.4032 0.0000 0.2016
499 08-701 721 08-266 0.5735 0.4265 0.0000 0.2132
499 08-701 722 08-364 0.5854 0.4146 0.0000 0.2073
499 08-701 723 08-537 0.6068 0.3932 0.0000 0.1966
499 08-701 724 08-610 0.5749 0.4251 0.0000 0.2126
499 08-701 725 08-623 0.5918 0.4082 0.0000 0.2041
499 08-701 726 09-116 0.5825 0.4175 0.0000 0.2088
499 08-701 727 14-109m 0.5987 0.4013 0.0000 0.2007
499 08-701 728 14-123m 0.5715 0.4285 0.0000 0.2143
499 08-701 729 14-17 0.6013 0.3987 0.0000 0.1994
499 08-701 730 14-22 0.6133 0.3867 0.0000 0.1934
499 08-701 731 14-66 0.6079 0.3921 0.0000 0.1961
499 08-701 732 15-16m 0.6157 0.3843 0.0000 0.1922
499 08-701 733 15-19m 0.6237 0.3763 0.0000 0.1882
499 08-701 734 08-230 0.5894 0.4106 0.0000 0.2053
499 08-701 735 08-231 0.6147 0.3853 0.0000 0.1927
499 08-701 736 08-251 0.5923 0.4077 0.0000 0.2039
499 08-701 737 08-254 0.5639 0.4361 0.0000 0.2180
499 08-701 738 08-256 0.5832 0.4168 0.0000 0.2084
499 08-701 739 08-279 0.5901 0.4099 0.0000 0.2050
499 08-701 740 08-249 0.6484 0.3516 0.0000 0.1758
499 08-701 741 08-257 0.5769 0.4231 0.0000 0.2115
499 08-701 742 08-280 0.5924 0.4076 0.0000 0.2038
499 08-701 743 09-135 0.5953 0.4047 0.0000 0.2023
499 08-701 744 09-117 0.6028 0.3972 0.0000 0.1986
499 08-701 745 08-242 0.5845 0.4155 0.0000 0.2077
499 08-701 746 08-232 0.5972 0.4028 0.0000 0.2014
499 08-701 747 08-268 0.5862 0.4138 0.0000 0.2069
499 08-701 748 08-208 0.5574 0.4426 0.0000 0.2213
499 08-701 749 08-212 0.6165 0.3835 0.0000 0.1918
499 08-701 750 08-214 0.5958 0.4042 0.0000 0.2021
499 08-701 751 08-221 0.6046 0.3954 0.0000 0.1977
499 08-701 752 08-238 0.5673 0.4327 0.0000 0.2164
499 08-701 753 08-239 0.5895 0.4105 0.0000 0.2053
499 08-701 754 08-240 0.5872 0.4128 0.0000 0.2064
499 08-701 755 08-245 0.5707 0.4293 0.0000 0.2147
499 08-701 756 08-260 0.5979 0.4021 0.0000 0.2011
499 08-701 757 08-265 0.6539 0.3461 0.0000 0.1730
499 08-701 758 08-267 0.6540 0.3460 0.0000 0.1730
499 08-701 759 08-271 0.6076 0.3924 0.0000 0.1962
499 08-701 760 08-278 0.5853 0.4147 0.0000 0.2074
499 08-701 761 08-731 0.5854 0.4146 0.0000 0.2073
499 08-701 762 08-105 0.5974 0.4026 0.0000 0.2013
499 08-701 763 08-187 0.5943 0.4057 0.0000 0.2029
499 08-701 764 08-205 0.5757 0.4243 0.0000 0.2121
499 08-701 765 08-165 0.6546 0.3454 0.0000 0.1727
499 08-701 766 08-210 0.6086 0.3914 0.0000 0.1957
499 08-701 767 03-32 0.5701 0.4299 0.0000 0.2150
499 08-701 768 09-32 0.5729 0.4271 0.0000 0.2136
499 08-701 769 06-35 0.6131 0.3869 0.0000 0.1934
499 08-701 770 09-35 0.6059 0.3941 0.0000 0.1970
499 08-701 771 06-40 0.6078 0.3922 0.0000 0.1961
499 08-701 772 03-41 0.5937 0.4063 0.0000 0.2032
499 08-701 773 09-44 0.6121 0.3879 0.0000 0.1939
499 08-701 774 03-47 0.6120 0.3880 0.0000 0.1940
499 08-701 775 08-47 0.5830 0.4170 0.0000 0.2085
499 08-701 776 08-53 0.5993 0.4007 0.0000 0.2004
499 08-701 777 09-55 0.5921 0.4079 0.0000 0.2039
499 08-701 778 09-56 0.5899 0.4101 0.0000 0.2050
499 08-701 779 09-57 0.5790 0.4210 0.0000 0.2105
499 08-701 780 04-59 0.5844 0.4156 0.0000 0.2078
499 08-701 781 09-60 0.5830 0.4170 0.0000 0.2085
499 08-701 782 08-63 0.5930 0.4070 0.0000 0.2035
499 08-701 783 08-64 0.5843 0.4157 0.0000 0.2078
499 08-701 784 08-66 0.6066 0.3934 0.0000 0.1967
499 08-701 785 08-67 0.5877 0.4123 0.0000 0.2061
499 08-701 786 01-68 0.6094 0.3906 0.0000 0.1953
499 08-701 787 01-69 0.5720 0.4280 0.0000 0.2140
499 08-701 788 01-70 0.5625 0.4375 0.0000 0.2187
499 08-701 789 08-70 0.5976 0.4024 0.0000 0.2012
499 08-701 790 08-71 0.5997 0.4003 0.0000 0.2002
499 08-701 791 02-72 0.5926 0.4074 0.0000 0.2037
499 08-701 792 09-72 0.5717 0.4283 0.0000 0.2142
499 08-701 793 08-76 0.5806 0.4194 0.0000 0.2097
499 08-701 794 08-79 0.5712 0.4288 0.0000 0.2144
499 08-701 795 08-80 0.5874 0.4126 0.0000 0.2063
499 08-701 796 08-85 0.5910 0.4090 0.0000 0.2045
499 08-701 797 03-90 0.5621 0.4379 0.0000 0.2189
499 08-701 798 08-92 0.5793 0.4207 0.0000 0.2104
499 08-701 799 08-96 0.5895 0.4105 0.0000 0.2052
499 08-701 800 45383 0.5929 0.4071 0.0000 0.2036
499 08-701 801 45505 0.6044 0.3956 0.0000 0.1978
499 08-701 802 01-23 0.5794 0.4206 0.0000 0.2103
499 08-701 803 45342 0.5951 0.4049 0.0000 0.2025
499 08-701 804 03-18 0.6017 0.3983 0.0000 0.1992
499 08-701 805 03-20 0.6003 0.3997 0.0000 0.1999
499 08-701 806 03-22 0.5970 0.4030 0.0000 0.2015
499 08-701 807 03-23 0.5979 0.4021 0.0000 0.2011
499 08-701 808 03-25╨╝ 0.5854 0.4146 0.0000 0.2073
499 08-701 809 03-26 0.5841 0.4159 0.0000 0.2080
499 08-701 810 03-29 0.5744 0.4256 0.0000 0.2128
499 08-701 811 06-22 0.5695 0.4305 0.0000 0.2153
499 08-701 812 06-24 0.6229 0.3771 0.0000 0.1886
499 08-701 813 06-26 0.6127 0.3873 0.0000 0.1937
499 08-701 814 45358 0.5848 0.4152 0.0000 0.2076
499 08-701 815 15-07m 0.5957 0.4043 0.0000 0.2021
499 08-701 816 01-47 0.6109 0.3891 0.0000 0.1946
499 08-701 817 01-51 0.5843 0.4157 0.0000 0.2079
499 08-701 818 02-61 0.5904 0.4096 0.0000 0.2048
499 08-701 819 03-69 0.5934 0.4066 0.0000 0.2033
499 08-701 821 03-87 0.6091 0.3909 0.0000 0.1954
499 08-701 822 07-45 0.5909 0.4091 0.0000 0.2046
499 08-701 823 07-48 0.5854 0.4146 0.0000 0.2073
499 08-701 824 08-103 0.5929 0.4071 0.0000 0.2035
499 08-701 825 08-108 0.5984 0.4016 0.0000 0.2008
499 08-701 826 08-121 0.6003 0.3997 0.0000 0.1999
499 08-701 827 08-122 0.5872 0.4128 0.0000 0.2064
499 08-701 828 08-126 0.5762 0.4238 0.0000 0.2119
499 08-701 829 08-127 0.5933 0.4067 0.0000 0.2033
499 08-701 830 08-155 0.6005 0.3995 0.0000 0.1997
499 08-701 831 08-175 0.5838 0.4162 0.0000 0.2081
499 08-701 832 08-181 0.5843 0.4157 0.0000 0.2078
499 08-701 833 08-183 0.5892 0.4108 0.0000 0.2054
499 08-701 834 08-190 0.5739 0.4261 0.0000 0.2130
499 08-701 835 08-197 0.5650 0.4350 0.0000 0.2175
499 08-701 836 08-198 0.5952 0.4048 0.0000 0.2024
499 08-701 837 08-204 0.5705 0.4295 0.0000 0.2147
499 08-701 838 08-220 0.5795 0.4205 0.0000 0.2102
499 08-701 839 08-237 0.5912 0.4088 0.0000 0.2044
499 08-701 840 08-25 0.0288 0.6793 0.2919 0.6315
499 08-701 841 08-27 0.6061 0.3939 0.0000 0.1969
499 08-701 842 08-28 0.5806 0.4194 0.0000 0.2097
499 08-701 843 08-29 0.5783 0.4217 0.0000 0.2109
499 08-701 844 08-33 0.6389 0.3611 0.0000 0.1806
499 08-701 845 08-38 0.5898 0.4102 0.0000 0.2051
499 08-701 846 08-435 0.5957 0.4043 0.0000 0.2022
499 08-701 847 08-441 0.5882 0.4118 0.0000 0.2059
499 08-701 848 08-443 0.5825 0.4175 0.0000 0.2087
499 08-701 849 08-45 0.5844 0.4156 0.0000 0.2078
499 08-701 850 08-461 0.6181 0.3819 0.0000 0.1910
499 08-701 851 08-462 0.6047 0.3953 0.0000 0.1977
499 08-701 852 08-463 0.6539 0.3461 0.0000 0.1731
499 08-701 853 08-464 0.5771 0.4229 0.0000 0.2114
499 08-701 854 08-468 0.5956 0.4044 0.0000 0.2022
499 08-701 855 08-469 0.5821 0.4179 0.0000 0.2090
499 08-701 856 08-470 0.5759 0.4241 0.0000 0.2120
499 08-701 857 08-471 0.5762 0.4238 0.0000 0.2119
499 08-701 858 08-476 0.5838 0.4162 0.0000 0.2081
499 08-701 859 08-477 0.5770 0.4230 0.0000 0.2115
499 08-701 860 08-482 0.5997 0.4003 0.0000 0.2002
499 08-701 861 08-483 0.5985 0.4015 0.0000 0.2007
499 08-701 862 08-495 0.0490 0.6873 0.2637 0.6074
499 08-701 863 08-503 0.5804 0.4196 0.0000 0.2098
499 08-701 864 08-506 0.6362 0.3638 0.0000 0.1819
499 08-701 865 08-516 0.5866 0.4134 0.0000 0.2067
499 08-701 866 08-517 0.5656 0.4344 0.0000 0.2172
499 08-701 867 08-518 0.5825 0.4175 0.0000 0.2088
499 08-701 868 08-52 0.6210 0.3790 0.0000 0.1895
499 08-701 869 08-520 0.5829 0.4171 0.0000 0.2086
499 08-701 870 08-521 0.5850 0.4150 0.0000 0.2075
499 08-701 871 08-524 0.6611 0.3389 0.0000 0.1695
499 08-701 872 08-526 0.6002 0.3998 0.0000 0.1999
499 08-701 873 08-564 0.6010 0.3990 0.0000 0.1995
499 08-701 874 08-584 0.4428 0.5572 0.0000 0.2786
499 08-701 875 08-595 0.5646 0.4354 0.0000 0.2177
499 08-701 876 08-615 0.5825 0.4175 0.0000 0.2088
499 08-701 877 08-616 0.6057 0.3943 0.0000 0.1971
499 08-701 878 08-617 0.5879 0.4121 0.0000 0.2061
499 08-701 879 08-618 0.6048 0.3952 0.0000 0.1976
499 08-701 880 08-630 0.6589 0.3411 0.0000 0.1706
499 08-701 881 08-632 0.6294 0.3706 0.0000 0.1853
499 08-701 882 08-69 0.5866 0.4134 0.0000 0.2067
499 08-701 883 08-698 0.5781 0.4219 0.0000 0.2110
499 08-701 884 08-725 0.5765 0.4235 0.0000 0.2118
499 08-701 885 08-73 0.6384 0.3616 0.0000 0.1808
499 08-701 886 08-77 0.0000 1.0000 0.0000 0.5000
499 08-701 887 08-796 0.5825 0.4175 0.0000 0.2087
499 08-701 888 08-797 0.5829 0.4171 0.0000 0.2085
499 08-701 889 08-801 0.5864 0.4136 0.0000 0.2068
499 08-701 890 08-806 0.5966 0.4034 0.0000 0.2017
499 08-701 891 08-807 0.5871 0.4129 0.0000 0.2065
499 08-701 892 08-808 0.5719 0.4281 0.0000 0.2141
499 08-701 893 08-811 0.5841 0.4159 0.0000 0.2080
499 08-701 894 08-814 0.6023 0.3977 0.0000 0.1988
499 08-701 895 08-818 0.5829 0.4171 0.0000 0.2086
499 08-701 896 08-819 0.5988 0.4012 0.0000 0.2006
499 08-701 897 08-823 0.6067 0.3933 0.0000 0.1967
499 08-701 898 08-825 0.0319 0.7035 0.2646 0.6163
499 08-701 899 08-87 0.5901 0.4099 0.0000 0.2049
499 08-701 900 08-89 0.5992 0.4008 0.0000 0.2004
499 08-701 901 09-108 0.5515 0.4485 0.0000 0.2243
499 08-701 902 09-110 0.5965 0.4035 0.0000 0.2018
499 08-701 903 09-127 0.6198 0.3802 0.0000 0.1901
499 08-701 904 09-129 0.5835 0.4165 0.0000 0.2083
499 08-701 905 09-130 0.5931 0.4069 0.0000 0.2034
499 08-701 906 09-90 0.5915 0.4085 0.0000 0.2043
499 08-701 907 09-95 0.6062 0.3938 0.0000 0.1969
499 08-701 908 12-04 0.5814 0.4186 0.0000 0.2093
499 08-701 909 12-05 0.6006 0.3994 0.0000 0.1997
499 08-701 910 12-11 0.0385 0.9166 0.0448 0.5031
499 08-701 911 12-13 0.5834 0.4166 0.0000 0.2083
499 08-701 912 13-124 0.5679 0.4321 0.0000 0.2160
499 08-701 913 13-105 0.6272 0.3728 0.0000 0.1864
499 08-701 914 13-107 0.6164 0.3836 0.0000 0.1918
499 08-701 915 13-106 0.6062 0.3938 0.0000 0.1969
499 08-701 916 13-108 0.5906 0.4094 0.0000 0.2047
499 08-701 917 13-109 0.5839 0.4161 0.0000 0.2081
499 08-701 918 13-110 0.5951 0.4049 0.0000 0.2025
499 08-701 919 13-111 0.5747 0.4253 0.0000 0.2126
499 08-701 920 13-112 0.5895 0.4105 0.0000 0.2053
499 08-701 921 13-113 0.5950 0.4050 0.0000 0.2025
499 08-701 922 13-114 0.6259 0.3741 0.0000 0.1871
499 08-701 923 08-555 0.5617 0.4383 0.0000 0.2192
499 08-701 924 13-115 0.5808 0.4192 0.0000 0.2096
499 08-701 925 13-116 0.5760 0.4240 0.0000 0.2120
499 08-701 926 13-117 0.5971 0.4029 0.0000 0.2014
499 08-701 927 13-118 0.6549 0.3451 0.0000 0.1725
499 08-701 928 13-119 0.5651 0.4349 0.0000 0.2175
499 08-701 929 13-120 0.5952 0.4048 0.0000 0.2024
499 08-701 930 13-121 0.6019 0.3981 0.0000 0.1990
499 08-701 931 13-122 0.5924 0.4076 0.0000 0.2038
499 08-701 932 13-123 0.5957 0.4043 0.0000 0.2022
499 08-701 933 13-125 0.5939 0.4061 0.0000 0.2031
499 08-701 934 13-132 0.5738 0.4262 0.0000 0.2131
499 08-701 935 13-131 0.6017 0.3983 0.0000 0.1992
499 08-701 936 13-130 0.5992 0.4008 0.0000 0.2004
499 08-701 937 13-129 0.5752 0.4248 0.0000 0.2124
499 08-701 938 13-128 0.5903 0.4097 0.0000 0.2048
499 08-701 939 13-127 0.5923 0.4077 0.0000 0.2038
499 08-701 940 13-126 0.5912 0.4088 0.0000 0.2044
499 08-701 941 07-66 0.6048 0.3952 0.0000 0.1976
499 08-701 942 07-65 0.5942 0.4058 0.0000 0.2029
499 08-701 943 13-104 0.5961 0.4039 0.0000 0.2020
499 08-701 944 13-102 0.5836 0.4164 0.0000 0.2082
499 08-701 945 13-101 0.5711 0.4289 0.0000 0.2144
499 08-701 946 07-57 0.5957 0.4043 0.0000 0.2022
499 08-701 947 08-619 0.6007 0.3993 0.0000 0.1997
499 08-701 948 07-58 0.5724 0.4276 0.0000 0.2138
499 08-701 949 07-59 0.5949 0.4051 0.0000 0.2025
499 08-701 950 07-61 0.5975 0.4025 0.0000 0.2013
499 08-701 951 07-62 0.6291 0.3709 0.0000 0.1855
499 08-701 952 06-63 0.5693 0.4307 0.0000 0.2154
499 08-701 953 07-64 0.5901 0.4099 0.0000 0.2049
499 08-701 954 09-105 0.5713 0.4287 0.0000 0.2143
499 08-701 955 09-104 0.5905 0.4095 0.0000 0.2047
499 08-701 956 09-103 0.6067 0.3933 0.0000 0.1967
499 08-701 957 09-102 0.5735 0.4265 0.0000 0.2132
499 08-701 958 09-101 0.6110 0.3890 0.0000 0.1945
499 08-701 959 13-103 0.5900 0.4100 0.0000 0.2050
499 08-701 960 08-554 0.6056 0.3944 0.0000 0.1972
499 08-701 961 08-556 0.5911 0.4089 0.0000 0.2045
499 08-701 962 07-23 0.5744 0.4256 0.0000 0.2128
499 08-701 963 08-587 0.6463 0.3537 0.0000 0.1769
499 08-701 964 07-46 0.5768 0.4232 0.0000 0.2116
499 08-701 965 08-594 0.5930 0.4070 0.0000 0.2035
499 08-701 966 08-437 0.5913 0.4087 0.0000 0.2044
499 08-701 967 05-206 0.5704 0.4296 0.0000 0.2148
499 08-701 968 08-100 0.5800 0.4200 0.0000 0.2100
499 08-701 969 08-577 0.5902 0.4098 0.0000 0.2049
499 08-701 970 08-579 0.5892 0.4108 0.0000 0.2054
499 08-701 971 08-589 0.5840 0.4160 0.0000 0.2080
499 08-701 972 08-439 0.6158 0.3842 0.0000 0.1921
499 08-701 973 05-1908 0.5813 0.4187 0.0000 0.2093
499 08-701 974 08-585 0.5746 0.4254 0.0000 0.2127
499 08-701 975 01-71 0.5941 0.4059 0.0000 0.2029
499 08-701 976 09-96 0.5851 0.4149 0.0000 0.2075
499 08-701 977 08-61 0.6047 0.3953 0.0000 0.1977
499 08-701 978 08-720 0.6034 0.3966 0.0000 0.1983
499 08-701 979 05-205 0.5906 0.4094 0.0000 0.2047
499 08-701 980 08-66d 0.5823 0.4177 0.0000 0.2088
499 08-701 981 02-47 0.5901 0.4099 0.0000 0.2050
499 08-701 982 08-726 0.5925 0.4075 0.0000 0.2037
499 08-701 983 08-623d 0.5843 0.4157 0.0000 0.2078
499 08-701 984 08-104 0.6555 0.3445 0.0000 0.1722
499 08-701 985 03-36 0.5966 0.4034 0.0000 0.2017
499 08-701 986 08-191 0.5657 0.4343 0.0000 0.2171
